
45,Los Angeles,Rural,549,4,3,1956,1,No,26.13,Fair,175300,REF-1140
46,New York,Suburb,2393,2,3,1966,3,Yes,6.26,Fair,439600,REF-1150
47,Los Angeles,Downtown,3638,5,1,2014,2,No,1.75,Fair,692000,REF-7787
48,Phoenix,Suburb,3241,5,1,2013,3,Yes,5.22,Good,657500,REF-9463
49,Los Angeles,Rural,3272,4,3,1975,1,Yes,11.83,Fair,603600,REF-9072
50,Houston,Urban,3489,2,1,1964,3,No,6.97,Excellent,602200,REF-8427
51,Houston,Suburb,2571,5,3,1982,2,No,9.5,Fair,531300,REF-6118
52,Houston,Rural,2658,2,3,2011,1,Yes,29.27,Fair,485600,REF-7809
53,Houston,Downtown,2006,2,2,1996,1,Yes,21.28,Fair,372500,REF-6101
54,Phoenix,Suburb,2247,4,1,1984,0,No,21.51,Good,413800,REF-9902
55,Chicago,Suburb,2993,4,1,2014,0,Yes,3.29,Good,555900,REF-3093
56,New York,Downtown,3463,1,1,2021,3,Yes,22.1,Excellent,564700,REF-2670
57,Houston,Urban,2388,5,2,1974,0,Yes,22.31,Good,471300,REF-7353
58,Los Angeles,Downtown,2140,5,2,2006,0,Yes,19.96,Excellent,458300,REF-2991
59,Houston,Suburb,2500,5,2,1981,0,No,7.24,Good,527100,REF-4635
60,Los Angeles,Downtown,2981,3,1,2012,0,No,12.98,Poor,520500,REF-6881
61,Los Angeles,Rural,1345,2,1,1961,2,Yes,25.47,Excellent,230200,REF-8175
62,Houston,Downtown,663,4,1,2012,2,Yes,20.27,Excellent,209000,REF-1817
63,Phoenix,Suburb,2060,5,2,1950,0,Yes,22.12,Excellent,418700,REF-2145
64,Los Angeles,Downtown,1523,1,2,2000,3,No,17.83,Fair,262000,REF-8090
65,Los Angeles,Urban,2093,5,3,2019,2,No,13.76,Good,496200,REF-3945
66,Houston,Downtown,2382,2,2,1957,0,Yes,22.89,Fair,404500,REF-3211
67,Los Angeles,Urban,2137,2,3,2017,2,Yes,2.5,Fair,455400,REF-9409
68,Los Angeles,Rural,3662,4,1,1954,1,Yes,20.36,Good,605100,REF-6128
69,Houston,Urban,2761,3,2,1988,2,No,29.92,Excellent,487700,REF-7146
70,Houston,Downtown,2740,4,1,1972,2,Yes,23.52,Good,457100,REF-2005
71,New York,Suburb,2998,5,1,2017,3,Yes,9.07,Excellent,580300,REF-3912
72,Phoenix,Urban,1589,1,1,2001,2,Yes,8.7,Poor,313400,REF-9883
73,Phoenix,Rural,3331.0,4,1,1953,3,Yes,20.18,Poor,579400,REF-2698
74,Los Angeles,Urban,2439,3,2,1996,1,Yes,26.93,Good,442400,REF-4325
75,Phoenix,Urban,3036,4,1,1970,0,No,17.55,Fair,552500,REF-2483
76,Los Angeles,Urban,1643,2,3,2005,3,No,16.06,Excellent,355000,REF-7700
77,New York,Rural,1257,5,2,2015,2,No,5.23,Fair,365000,REF-1985
78,Houston,Downtown,3154,5,1,2008,2,Yes,21.61,Good,583600,REF-4643
79,Houston,Urban,2801,5,2,1956,3,No,21.22,Good,510500,REF-9780
80,Houston,Urban,1778,5,3,1998,1,Yes,29.03,Fair,380700,REF-1792
81,Phoenix,Suburb,,5,1,1965,0,No,9.36,Excellent,408500,REF-7821
82,New York,Rural,3400,5,3,1966,2,No,22.82,Good,611200,REF-7505
83,Phoenix,Urban,1548,1,1,1983,1,Yes,13.3,Good,277500,REF-2817
84,Phoenix,Rural,3814,3,3,1982,0,Yes,16.97,Excellent,679500,REF-5123
85,New York,Urban,1780,5,1,1975,0,Yes,24.59,Fair,380300,REF-4196
86,New York,Downtown,3011,3,2,2015,2,No,7.05,Excellent,580400,REF-4404
87,New York,Downtown,2237,5,1,2012,3,Yes,10.61,Fair,467000,REF-6374
88,New York,Urban,2983,4,2,1990,2,No,23.31,Fair,537700,REF-5381
89,Houston,Downtown,2065,5,1,2007,2,No,17.33,Excellent,431500,REF-1202
90,Chicago,Urban,2370,2,1,1959,2,No,3.23,Excellent,438500,REF-1102
91,Chicago,Downtown,2533,1,3,1964,1,Yes,13.19,Fair,450700,REF-7563
92,New York,Suburb,1698,4,3,1991,3,Yes,17.81,Good,361300,REF-9190
93,Chicago,Suburb,,4,3,2006,1,Yes,27.33,Excellent,579500,REF-3955
94,Chicago,Suburb,2089,2,1,1966,2,No,6.06,Fair,389600,REF-6101
95,New York,Rural,2317,5,1,2009,3,No,24.28,Poor,452900,REF-1988
96,Chicago,Rural,1705,1,1,1958,0,Yes,4.35,Good,266700,REF-8414
97,Phoenix,Suburb,450,4,2,1985,3,No,7.65,Fair,189800,REF-9954
98,Los Angeles,Rural,2347,1,2,2022,2,No,7.68,Fair,413400,REF-6624
99,Los Angeles,Downtown,4430,4,1,1985,3,No,26.39,Excellent,712600,REF-4845
100,New York,Urban,3128,5,3,1997,0,Yes,6.37,Poor,653900,REF-6267
101,Houston,Urban,2485,4,3,2000,0,No,23.72,Excellent,526100,REF-8435
102,New York,Urban,2290,4,3,2019,3,No,14.12,Good,508200,REF-7332
103,Houston,Suburb,2518,3,1,2023,0,Yes,29.97,Good,403100,REF-2823
104,Los Angeles,Rural,2938,5,3,2017,1,Yes,25.25,Good,579100,REF-2402
105,New York,Downtown,1555,2,1,1971,3,Yes,22.32,Good,258300,REF-2476
106,Phoenix,Downtown,3391,2,2,1955,0,Yes,26.19,Fair,519700,REF-6116
107,Chicago,Suburb,3072,5,3,1975,0,Yes,19.2,Fair,599900,REF-4817
108,Houston,Downtown,3075,2,2,1952,3,Yes,25.39,Good,491700,REF-2366
109,Chicago,Downtown,2851,5,3,2001,1,No,8.2,Fair,577300,REF-5801
110,Chicago,Downtown,2516,2,1,2023,3,No,3.38,Poor,444300,REF-7122
111,New York,Downtown,3038,3,1,2009,0,No,18.67,Excellent,526700,REF-7335
112,Chicago,Rural,2973,2,1,2012,3,No,13.32,Excellent,518400,REF-9533
113,Phoenix,Downtown,2217,4,1,2014,0,Yes,13.08,Fair,444600,REF-8949
114,Chicago,Urban,,5,3,2001,2,No,16.04,Poor,473500,REF-2221
115,New York,Suburb,2581,1,2,1963,3,Yes,11.16,Good,439400,REF-3387
116,Phoenix,Rural,3739,1,1,2021,3,Yes,18.97,Excellent,601200,REF-4940
117,Los Angeles,Downtown,1509,5,3,2017,0,No,1.4,Fair,402800,REF-6411
118,Chicago,Rural,,3,2,1977,0,No,29.11,Fair,230600,REF-6608
119,New York,Downtown,2632,2,1,2020,0,Yes,27.78,Excellent,425900,REF-3578
120,Los Angeles,Urban,2541,3,2,1959,0,Yes,28.09,Excellent,452800,REF-8801
121,Los Angeles,Suburb,2639,1,1,2006,3,Yes,11.27,Good,462300,REF-8075
122,Houston,Downtown,2695,5,2,2015,0,Yes,16.19,Fair,551700,REF-9032
123,Phoenix,Downtown,2321,5,2,1999,3,No,28.65,Good,450900,REF-2076
124,Chicago,Downtown,3692,3,1,1963,1,Yes,27.12,Good,612700,REF-3338
125,New York,Downtown,1219,3,3,1965,3,No,23.81,Fair,245600,REF-9614
126,Houston,Suburb,1837,2,2,2003,0,Yes,12.52,Fair,345000,REF-5493
127,Phoenix,Suburb,2417,4,1,1992,0,Yes,17.15,Fair,455800,REF-2970
128,Houston,Urban,1185,4,2,1991,1,Yes,23.89,Good,240700,REF-9137
129,Phoenix,Suburb,2359,2,2,1971,3,No,8.55,Good,414700,REF-3986
130,Phoenix,Downtown,3829,4,3,2017,1,Yes,18.98,Excellent,704300,REF-8228
131,Chicago,Urban,2517,1,2,1968,3,No,24.92,Good,392800,REF-4546
132,Phoenix,Urban,2685,4,2,2015,0,No,21.37,Excellent,500700,REF-1036
133,Houston,Urban,1492,2,1,1988,3,No,14.64,Excellent,312100,REF-2091
134,Phoenix,Downtown,2007,4,1,2022,0,Yes,17.75,Fair,430000,REF-7761
135,Chicago,Rural,2200,5,3,1968,0,No,29.67,Fair,463400,REF-3368
136,Chicago,Downtown,2246,3,2,,2,No,18.26,Good,409400,REF-6827
137,Houston,Suburb,3525,1,2,2003,2,Yes,23.68,Poor,563600,REF-7579
138,Los Angeles,Suburb,2946,5,2,1974,3,Yes,21.93,Excellent,577100,REF-8223
139,Los Angeles,Downtown,1611,5,3,1967,0,No,21.19,Poor,367000,REF-2562
140,Phoenix,Downtown,2697,2,2,1972,1,No,21.63,Fair,439400,REF-3076
141,New York,Urban,2899,3,1,1960,0,Yes,13.91,Good,485200,REF-3163
142,Phoenix,Downtown,3412,3,3,1988,1,No,14.49,Good,615000,REF-6928
143,Houston,Urban,3764,1,1,2017,3,No,14.3,Good,617200,REF-6521
144,Houston,Suburb,1688,2,1,1974,3,No,1.48,Good,331500,REF-3252
145,Houston,Urban,1851,1,3,2012,1,Yes,7.61,Fair,368700,REF-9008
146,Houston,Downtown,1494,4,1,1979,1,No,5.06,Fair,371600,REF-4149
147,Houston,Suburb,2313,5,2,1994,0,Yes,26.65,Excellent,438400,REF-7453
148,Chicago,Rural,2873,1,3,2010,3,Yes,8.61,Fair,531800,REF-6362
149,Los Angeles,Urban,3290,5,1,2000,0,Yes,4.58,Fair,630200,REF-8064
150,Houston,Suburb,2439,2,2,1958,1,No,4.03,Good,444200,REF-1434
151,New York,Urban,2244,4,2,1951,2,Yes,21.15,Fair,431900,REF-4582
152,New York,Suburb,2621,2,1,1954,2,No,0.68,Good,435000,REF-7220
153,New York,Suburb,1832,4,2,2011,2,Yes,14.4,Good,385300,REF-5115
154,New York,Urban,4172,4,3,2018,1,No,4.01,Good,787800,REF-1671
155,Chicago,Rural,1214,5,1,,0,No,25.57,Good,306600,REF-5672
156,New York,Suburb,2648,2,2,1954,3,No,28.77,Fair,446700,REF-3315
157,Houston,Suburb,4119,2,2,2008,1,Yes,28.78,Good,691400,REF-1705
158,Phoenix,Suburb,2505,1,1,,2,No,13.54,Poor,397300,REF-9652
159,New York,Rural,2348,2,1,1958,0,No,19.51,Poor,369400,REF-1537
160,Chicago,Rural,2214,1,1,1971,3,Yes,18.19,Good,339100,REF-7187
161,Chicago,Downtown,2356,3,1,1976,3,Yes,10.83,Fair,431900,REF-5408
162,New York,Urban,3598,3,3,1959,1,No,13.6,Good,607200,REF-4615
163,Phoenix,Rural,731,3,1,2010,1,Yes,2.4,Good,239300,REF-7745
164,New York,Urban,3727,2,3,2000,3,Yes,23.97,Excellent,604200,REF-3893
165,Chicago,Downtown,1361,2,3,1959,3,Yes,7.6,Good,306900,REF-8149
166,Los Angeles,Urban,2287,1,1,1955,2,No,14.09,Poor,378400,REF-8660
167,Houston,Rural,2157,4,3,2011,3,Yes,14.68,Fair,446300,REF-2017
168,Chicago,Urban,2971,1,1,1954,1,No,17.04,Fair,480500,REF-7088
169,New York,Rural,1222,3,1,2019,0,Yes,24.63,Fair,251500,REF-8220
170,Houston,Urban,2870,1,2,2012,2,Yes,20.91,Fair,473800,REF-5407
171,New York,Rural,4119,4,1,2005,2,No,20.06,Poor,706900,REF-2217
172,New York,Rural,1409,2,2,2008,3,Yes,16.04,Good,286200,REF-4440
173,Los Angeles,Urban,2652,1,3,2012,0,Yes,3.33,Good,496500,REF-6867
174,Houston,Downtown,1970,3,2,2008,2,Yes,12.36,Good,399500,REF-4058
175,Houston,Suburb,2841,3,3,2000,1,Yes,28.74,Good,498300,REF-2294
176,Los Angeles,Downtown,2515,2,1,,3,No,29.87,Good,400100,REF-5112
177,Chicago,Urban,,1,3,1953,1,No,22.05,Good,324900,REF-6320
178,New York,Downtown,2890,4,3,1997,3,No,7.21,Good,605700,REF-2646
179,Phoenix,Rural,3943,2,1,1981,2,No,3.51,Poor,659400,REF-8961
180,New York,Suburb,2347,1,3,2000,3,No,12.74,Good,420000,REF-7604
181,New York,Urban,3076,5,1,2001,0,No,25.77,Good,586100,REF-6767
182,Chicago,Urban,1465,3,2,2023,1,No,21.79,Fair,310800,REF-9645
183,New York,Urban,1735,4,1,1983,0,Yes,26.57,Poor,318300,REF-2834
184,Los Angeles,Suburb,2878,4,1,1985,1,No,18.67,Fair,503300,REF-8806
185,Los Angeles,Rural,,4,3,2019,1,No,4.34,Good,695600,REF-7105
186,Houston,Urban,2784,3,2,1992,3,No,3.89,Good,541900,REF-9652
187,Phoenix,Downtown,2250,1,1,1965,2,Yes,1.92,Fair,362100,REF-4865
188,New York,Urban,,2,2,2008,2,No,17.23,Fair,472600,REF-6792
189,New York,Urban,1500,1,2,2002,0,No,7.67,Excellent,297300,REF-1029
190,Chicago,Urban,2984,2,3,1968,3,No,22.16,Fair,503700,REF-2505
191,Los Angeles,Urban,3206,4,1,1990,2,Yes,20.74,Fair,564000,REF-5122
192,Phoenix,Rural,2138,1,3,,1,No,9.88,Fair,408900,REF-4087
193,Houston,Downtown,2124,4,1,2003,1,Yes,5.72,Good,434600,REF-8264
194,Los Angeles,Rural,2713,5,2,2004,3,Yes,3.52,Good,567000,REF-7491
195,Houston,Downtown,2151,4,1,1968,0,Yes,22.25,Good,410900,REF-6110
196,Chicago,Urban,2447,4,1,2011,3,Yes,13.79,Excellent,483200,REF-8655
197,Chicago,Suburb,4180,2,2,2008,0,No,10.04,Good,700200,REF-5803
198,New York,Rural,2302,5,2,2014,3,Yes,25.77,Poor,458100,REF-7924
199,Phoenix,Suburb,2213,4,1,2017,1,Yes,18.01,Good,410700,REF-6284
200,Houston,Rural,1982,4,3,1977,3,No,15.78,Poor,426500,REF-6666
201,Los Angeles,Urban,3095,5,1,1967,2,Yes,22.43,Good,566700,REF-1565
202,Chicago,Rural,2355,5,2,1975,2,Yes,24.56,Fair,445600,REF-2342
203,New York,Urban,1981,1,3,1968,3,Yes,20.74,Good,377200,REF-8317
204,New York,Rural,3557,2,2,2004,0,Yes,13.48,Fair,653200,REF-7825
205,Houston,Urban,3636,5,2,2006,0,Yes,11.69,Excellent,693400,REF-7353
206,Chicago,Urban,2020,5,3,1955,1,Yes,23.26,Fair,405000,REF-3556
207,Phoenix,Downtown,1007,3,2,1950,1,No,15.78,Good,226600,REF-6452
208,Chicago,Urban,3306,5,2,1957,0,No,21.28,Fair,587500,REF-4548
209,Houston,Downtown,1952,2,2,2000,3,No,26.77,Excellent,361500,REF-1057
210,Houston,Urban,,4,2,1974,1,No,27.52,Good,552400,REF-3742
211,Chicago,Suburb,924,4,2,1996,0,Yes,8.69,Fair,270800,REF-3914
212,Houston,Urban,3214,4,2,2004,0,Yes,6.04,Excellent,646400,REF-7137
213,Chicago,Suburb,1531,4,2,2013,3,Yes,8.21,Fair,358400,REF-5772
214,Los Angeles,Suburb,3085,3,2,1959,2,No,22.67,Good,516200,REF-5141
215,Chicago,Urban,2511,5,2,2005,0,No,11.42,Good,537200,REF-6171
216,Chicago,Suburb,1737,4,1,1961,1,Yes,5.61,Poor,356500,REF-1757
217,Houston,Downtown,2174,1,1,,3,Yes,3.4,Excellent,407400,REF-4991
218,Houston,Rural,3049,4,2,2020,3,No,10.16,Fair,610000,REF-6213
219,New York,Urban,2585,5,1,1966,3,No,4.52,Fair,509100,REF-8228
220,New York,Suburb,2968,4,3,2010,2,No,5.11,Excellent,575800,REF-8555
221,Los Angeles,Urban,4081,3,1,1959,2,No,20.67,Good,641500,REF-5698
222,New York,Downtown,1249,2,2,1980,1,Yes,1.08,Poor,276000,REF-5857
223,Chicago,Urban,3794,2,2,2009,1,No,3.97,Fair,679700,REF-3941
224,Houston,Urban,2583,5,1,2019,3,No,25.41,Good,515700,REF-2676
225,New York,Suburb,1781,2,2,1966,1,Yes,25.42,Poor,304100,REF-2456
226,New York,Downtown,,2,3,1999,0,Yes,10.21,Excellent,304100,REF-9552
227,Los Angeles,Rural,2349,1,3,1986,2,Yes,3.09,Good,440100,REF-7099
228,Los Angeles,Rural,3237,5,2,2011,3,No,21.3,Fair,616800,REF-2462
229,Chicago,Suburb,2398,5,3,2021,3,No,11.12,Fair,550500,REF-7253
230,Houston,Urban,3709,2,3,1978,0,No,1.84,Good,683400,REF-2594
231,Los Angeles,Suburb,1339,2,1,1981,0,No,5.16,Fair,259000,REF-2322
232,New York,Suburb,2490,2,3,1960,0,Yes,4.55,Good,474200,REF-6793
233,Houston,Suburb,1498,3,1,1955,0,Yes,17.88,Excellent,266600,REF-4715
234,Houston,Urban,2791,4,2,1984,3,No,26.99,Good,492300,REF-5778
235,New York,Downtown,,3,1,1982,2,No,23.9,Good,553300,REF-8116
236,Los Angeles,Suburb,2163,5,2,1967,2,No,16.62,Fair,439700,REF-9906
237,New York,Urban,417,1,2,1986,0,Yes,12.95,Good,127200,REF-5396
238,Houston,Downtown,2659,4,2,1962,1,No,18.75,Good,498400,REF-7930
239,Phoenix,Suburb,2849,1,2,2023,3,Yes,13.59,Good,498500,REF-2679
240,Phoenix,Rural,2823,5,2,2013,2,No,7.76,Poor,587400,REF-1213
241,Chicago,Downtown,3489,5,1,1950,0,Yes,20.54,Excellent,613300,REF-3442
242,New York,Suburb,1643,1,2,2012,1,Yes,26.26,Fair,270700,REF-2576
243,New York,Downtown,3044,1,3,1983,1,No,11.5,Good,535400,REF-2373
244,Chicago,Downtown,3454,1,3,1959,0,Yes,25.33,Good,539400,REF-1887
245,Chicago,Downtown,1077,5,2,1956,3,Yes,13.22,Good,265100,REF-6219
246,Chicago,Downtown,2756,2,3,2005,2,No,12.34,Fair,527000,REF-9664
247,Houston,Downtown,2097,1,1,1986,1,Yes,1.34,Good,369000,REF-2049
248,New York,Downtown,2435,4,1,1978,2,No,21.01,Poor,461900,REF-4526
249,Houston,Suburb,2778,5,2,1961,2,Yes,24.32,Good,533000,REF-4757
250,Chicago,Rural,2110,3,2,1966,1,Yes,20.07,Poor,380200,REF-5349
251,New York,Urban,,3,2,,0,Yes,4.97,Fair,426400,REF-7897
252,Houston,Downtown,,4,3,1975,1,Yes,3.55,Fair,516600,REF-7181
253,Houston,Urban,1630,2,3,1961,1,No,17.4,Excellent,312200,REF-6110
254,Chicago,Suburb,1631,1,1,1970,3,No,12.34,Good,285400,REF-7655
255,New York,Downtown,3043,5,3,1991,2,No,13.16,Good,639200,REF-2052
256,Chicago,Rural,1581,1,1,2010,0,Yes,29.05,Good,271200,REF-8200
257,New York,Urban,3033,5,3,2007,2,Yes,21.86,Excellent,596900,REF-9339
258,Phoenix,Downtown,2870,3,1,2003,1,No,12.65,Fair,521200,REF-8301
259,Los Angeles,Suburb,1119,1,2,1983,0,No,1.06,Good,221500,REF-6151
260,Los Angeles,Rural,1958,4,3,1956,0,No,1.51,Good,446800,REF-9631
261,Los Angeles,Urban,3455,2,1,1984,0,No,20.7,Poor,575300,REF-7773
262,Chicago,Urban,1715,4,3,1964,0,Yes,25.21,Fair,356100,REF-5543
263,Phoenix,Downtown,2128,2,2,2014,3,No,21.38,Fair,402200,REF-2987
264,New York,Rural,2870,1,1,1974,0,Yes,12.47,Poor,435200,REF-8731
265,Houston,Rural,3127,1,3,2008,1,No,1.42,Fair,557000,REF-9025
266,New York,Rural,2299,2,3,1955,3,Yes,29.04,Poor,414300,REF-6498
267,Houston,Rural,2022,3,2,2001,1,No,29.6,Good,368700,REF-7485
268,New York,Suburb,3638,5,2,1970,1,No,16.71,Fair,676600,REF-1466
269,Phoenix,Rural,3891,4,1,2020,2,Yes,2.58,Fair,710300,REF-2602
270,Houston,Urban,3283,4,3,1981,0,Yes,16.46,Excellent,606400,REF-4266
271,Chicago,Urban,,4,3,2002,0,No,26.82,Good,523400,REF-3670
272,New York,Suburb,1853,1,2,2008,1,Yes,20.56,Fair,326500,REF-7444
273,New York,Urban,1836,4,2,2018,0,No,21.74,Good,396800,REF-5915
274,Houston,Urban,2918,5,1,2011,3,Yes,3.01,Fair,592100,REF-3366
275,Chicago,Rural,2835,5,3,1953,2,No,3.64,Poor,581200,REF-4645
276,Chicago,Urban,3621,2,3,1967,0,No,4.26,Poor,644300,REF-8030
277,Phoenix,Suburb,3020,1,1,2005,0,No,27.18,Excellent,444500,REF-1166
278,Chicago,Rural,1298,5,1,1973,3,No,16.01,Good,309300,REF-3813
279,Chicago,Downtown,3342,3,2,2015,2,No,23.85,Good,581000,REF-3925
280,Chicago,Rural,1702,1,2,,3,No,3.9,Excellent,343200,REF-7735
281,Los Angeles,Suburb,2193,1,1,2011,1,No,27.87,Excellent,340100,REF-3299
282,Phoenix,Rural,2700,5,1,2003,1,No,24.72,Good,503000,REF-9890
283,New York,Rural,4097,3,3,1964,0,Yes,7.13,Good,762000,REF-8570
284,Houston,Suburb,4988,2,1,2018,2,Yes,26.29,Fair,808500,REF-7005
285,New York,Rural,2985,5,1,1952,1,Yes,8.27,Fair,545500,REF-8565
286,Phoenix,Suburb,2353,3,3,1986,3,No,6.56,Good,478500,REF-1375
287,Houston,Suburb,2928,1,1,1986,1,No,8.3,Good,470300,REF-1136
288,Phoenix,Downtown,3210,3,2,1952,1,No,27.34,Excellent,534700,REF-5969
289,Chicago,Urban,2243,1,2,2012,3,Yes,27.51,Good,363400,REF-3302
290,Houston,Urban,3936,5,3,1984,0,Yes,10.21,Good,773000,REF-3850
291,Chicago,Rural,2684,5,1,2001,2,Yes,21.31,Good,519800,REF-4534
292,New York,Rural,2898,4,2,1977,0,Yes,20.43,Fair,538300,REF-4011
293,New York,Downtown,3033,4,2,1967,3,Yes,24.29,Good,552100,REF-5849
294,Houston,Downtown,2837,4,2,1985,1,No,9.25,Good,563500,REF-5995
295,Houston,Downtown,3171,5,2,1982,2,Yes,15.55,Good,593200,REF-1572
296,Phoenix,Suburb,2006,2,1,2013,0,No,20.2,Good,361400,REF-7287
297,Phoenix,Downtown,2053,5,1,1975,3,No,1.27,Fair,439200,REF-1447
298,Chicago,Downtown,1620,3,1,1997,1,No,11.61,Good,362700,REF-4791
299,Houston,Rural,2852,5,1,1989,1,Yes,21.03,Good,499000,REF-1266
300,New York,Downtown,3123,5,2,1966,0,Yes,7.95,Good,594900,REF-5409
301,Phoenix,Suburb,2866,1,3,1989,3,No,28.75,Good,468700,REF-2665
302,Phoenix,Suburb,3840,1,3,1956,1,Yes,1.39,Poor,656300,REF-5078
303,New York,Rural,2496,1,2,2006,1,Yes,28.76,Fair,409600,REF-6074
304,Phoenix,Downtown,3035,5,2,1957,2,No,6.89,Fair,587300,REF-8382
305,Chicago,Downtown,1627,2,3,2005,1,No,1.94,Good,363200,REF-5688
306,Houston,Suburb,2190,3,3,1980,0,No,9.13,Good,446900,REF-8984
307,New York,Downtown,,3,2,2008,3,No,23.7,Excellent,549900,REF-9144
308,Houston,Downtown,3179,2,2,2007,3,No,22.7,Fair,569800,REF-7859
309,Phoenix,Downtown,2265,2,1,1961,2,Yes,6.66,Poor,426700,REF-4964
310,Phoenix,Urban,2443,3,1,1997,3,No,6.31,Good,469800,REF-5377
311,New York,Rural,1286,4,3,1980,0,Yes,19.46,Good,299500,REF-1862
312,Chicago,Urban,2214,1,2,2012,1,Yes,14.01,Good,391700,REF-6249
313,Los Angeles,Rural,3212,1,3,2023,2,No,23.87,Excellent,528800,REF-9509
314,New York,Suburb,2960,3,1,1988,3,No,1.21,Excellent,562900,REF-1218
315,Los Angeles,Downtown,2901,2,1,1969,2,Yes,18.51,Fair,475000,REF-7486
316,Los Angeles,Rural,2540,4,3,1997,2,No,22.05,Excellent,505000,REF-1484
317,Chicago,Urban,2506,3,1,2020,3,Yes,29.8,Fair,444300,REF-7995
318,Los Angeles,Downtown,1972,1,2,2003,2,No,20.52,Good,333800,REF-7749
319,Los Angeles,Suburb,3059,5,3,2020,3,No,7.34,Good,624900,REF-7635
320,Chicago,Rural,,2,2,1978,0,Yes,3.69,Good,508400,REF-3241
321,Los Angeles,Rural,2894,5,2,2023,3,Yes,19.41,Fair,582100,REF-5183
322,Los Angeles,Rural,2079,3,1,2022,1,No,15.93,Fair,402800,REF-2634
323,Los Angeles,Downtown,777,1,2,1997,3,No,27.02,Good,122500,REF-8097
324,New York,Urban,3378,4,3,2023,1,No,21.93,Fair,622000,REF-5401
325,New York,Urban,2117,5,2,2005,2,Yes,15.54,Poor,453000,REF-1320
326,New York,Rural,1810,4,2,1966,3,No,12.41,Good,377200,REF-9921
